Name,Latitude,Longitude
Juneau__AK,58.37291,-134.178445
Juneau__WI,43.932836,-90.113984
Juniata__PA,40.530673,-77.400438
Kalamazoo__MI,42.246266,-85.532854
Kalawao__HI,21.218764,-156.97401
Kalkaska__MI,44.678881,-85.088992
Kanabec__MN,45.94776,-93.297788
Kanawha__WV,38.328068,-81.523516
Kandiyohi__MN,45.152714,-95.004981
Kane__IL,41.939594,-88.42804
Kane__UT,37.275089,-111.815329
Kankakee__IL,41.13951,-87.861117
Karnes__TX,28.908996,-97.852205
Kauai__HI,22.012038,-159.705965
Kaufman__TX,32.598944,-96.288378
Kay__OK,36.814885,-97.143862
Kearney__NE,40.50912,-98.947602
Kearny__KS,37.994461,-101.308136
Keith__NE,41.194245,-101.644449
Kemper__MS,32.750136,-88.625631
Kenai_Peninsula__AK,60.366668,-152.322283
Kendall__IL,41.58814,-88.430626
Kendall__TX,29.943525,-98.709269
Kenedy__TX,26.890213,-97.591143
Kennebec__ME,44.417012,-69.765764
Kenosha__WI,42.579703,-87.424898
Kent__DE,39.097088,-75.502982
Kent__MD,39.241279,-76.125987
Kent__MI,43.032497,-85.547446
Kent__RI,41.668949,-71.577634
Kent__TX,33.18478,-100.76972
Kenton__KY,38.930503,-84.533438
Keokuk__IA,41.331182,-92.167721
Kern__CA,35.346629,-118.729506
Kerr__TX,30.059953,-99.353339
Kershaw__SC,34.338356,-80.590885
Ketchikan_Gateway__AK,55.449938,-131.106685
Kewaunee__WI,44.500954,-87.161829
Keweenaw__MI,47.681974,-88.148797
Keya_Paha__NE,42.87548,-99.718351
Kidder__ND,46.938273,-99.731198
Kimball__NE,41.199274,-103.703153
Kimble__TX,30.479472,-99.746396
King_and_Queen__VA,37.714372,-76.901855
King__TX,33.614268,-100.245345
King__WA,47.490599,-121.833996
King_George__VA,38.277049,-77.162769
King_William__VA,37.70826,-77.091054
Kingfisher__OK,35.949431,-97.934568
Kingman__KS,37.552951,-98.144529
Kings__CA,36.072478,-119.81553
Kings__NY,40.635045,-73.95064
Kingsburg__SD,44.362969,-97.499313
Kinney__TX,29.347086,-100.4177
Kiowa__CO,38.387663,-102.756849
Kiowa__KS,37.561231,-99.286539
Kiowa__OK,34.921489,-98.981617
Kit_Carson__CO,39.30534,-102.603023
Kitsap__WA,47.639687,-122.649636
Kittitas__WA,47.124444,-120.676714
Kittson__MN,48.77604,-96.780349
Klamath__OR,42.683761,-121.646168
Kleberg__TX,27.438735,-97.66062
Klickitat__WA,45.86951,-120.780118
Knott__KY,37.359724,-82.945724
Knox__IL,40.930941,-90.213761
Knox__IN,38.688391,-87.420354
Knox__KY,36.887476,-83.85563
Knox__ME,44.042045,-69.038514
Knox__MO,40.136776,-92.146809
Knox__NE,42.634404,-97.891349
Knox__OH,40.40362,-82.422393
Knox__TN,35.992726,-83.937721
Knox__TX,33.616657,-99.747112
Kodiak_Island__AK,57.502015,-153.563512
Koochiching__MN,48.245489,-93.782842
Kootenai__ID,47.677113,-116.694918
Kosciusko__IN,41.244293,-85.861575
Kossuth__IA,43.212478,-94.213983
Wade_Hampton__AK,62.28306,-163.190903
La_Crosse__WI,43.908222,-91.111758
La_Paz__AZ,33.72761,-114.038806
La_Plata__CO,37.287367,-107.839718
La_Salle__TX,28.351098,-99.096774
Labette__KS,37.191468,-95.297473
Lac_qui_Parle__MN,44.999855,-96.176836
Lackawanna__PA,41.440284,-75.609666
Laclede__MO,37.659688,-92.59484
Lafayette__AR,33.240629,-93.611514
Lafayette__FL,29.990066,-83.17851
Lafayette__MS,34.349298,-89.485903
Lafayette__MO,39.068705,-93.802639
Lafayette__WI,42.655578,-90.130292
Lafayette__LA,30.206507,-92.06417
Lafourche__LA,29.491992,-90.394849
LaGrange__IN,41.642468,-85.426302
Lake_and_Peninsula__AK,58.205065,-156.705188
Lake__CA,39.094802,-122.746757
Lake__CO,39.205341,-106.350079
Lake_FL,28.764113,-81.712282
Lake__IL,42.326444,-87.436118
Lake__IN,41.472247,-87.374337
Lake__MI,43.995187,-85.8114
Lake__MN,47.517111,-91.411704
Lake__MT,47.642901,-114.083687
Lake__OH,41.924116,-81.392643
Lake__OR,42.788401,-120.38979
Lake__SD,44.02845,-97.123223
Lake__TN,36.333905,-89.485536
Lake_of_the_Woods__MN,48.7681,-94.904633
Lamar__AL,33.787085,-88.087431
Lamar__GA,33.07446,-84.146721
Lamar__MS,31.197586,-89.506369
Lamar__TX,33.667263,-95.570348
Lamb__TX,34.068861,-102.348018
Lamoille__VT,44.603704,-72.638922
LaMoure__ND,46.464195,-98.526057
Lampasas__TX,31.196731,-98.240889
Lancaster__NE,40.783547,-96.688658
Lancaster__PA,40.041992,-76.250198
Lancaster__SC,34.686818,-80.703688
Lancaster__VA,37.704843,-76.412663
Lander__NV,39.90021,-117.04724
Lane__KS,38.481286,-100.466185
Lane__OR,43.928329,-122.89769
Langlade__WI,45.26217,-89.067549
Lanier__GA,31.038197,-83.063164
Lapeer__MI,43.088633,-83.224325
LaPorte__IN,41.549013,-86.744739
Laramie__WY,41.29283,-104.660395
Larimer__CO,40.658093,-105.486764
Larue__KY,37.544458,-85.696812
Las_Animas__CO,37.318831,-104.04411
La_Salle__IL,41.343341,-88.885931
La_Salle__LA,31.680083,-92.161596
Lassen__CA,40.721086,-120.629952
Latah__ID,46.81892,-116.730974
Latimer__OK,34.875137,-95.272262
Lauderdale__AL,34.904122,-87.650997
Lauderdale__MS,32.403998,-88.660449
Lauderdale__TN,35.762951,-89.627732
Laurel__KY,37.113268,-84.119395
Laurens__GA,32.39322,-82.926317
Laurens__SC,34.483477,-82.005657
Lavaca__TX,29.382578,-96.923633
Lawrence__AL,34.529776,-87.321865
Lawrence__AR,36.041098,-91.101153
Lawrence__IL,38.718954,-87.730221
Lawrence__IN,38.839815,-86.48782
Lawrence__KY,38.074457,-82.738302
Lawrence__MS,31.550009,-90.10753
Lawrence__MO,37.10659,-93.830551
Lawrence__OH,38.603866,-82.517186
Lawrence__PA,40.992735,-80.334446
Lawrence__SD,44.348583,-103.805817
Lawrence__TN,35.220476,-87.396546
Le_Flore__OK,34.897356,-94.695074
Le_Sueur__MN,44.373397,-93.73018
Lea__NM,32.795687,-103.413271
Leake__MS,32.760737,-89.522236
Leavenworth__KS,39.189511,-95.038977
Lebanon__PA,40.371559,-76.46487
Lee__AL,32.604064,-85.353048
Lee__AR,34.779858,-90.779345
Lee__FL,26.551634,-81.892509
Lee__GA,31.818419,-84.146681
Lee__IL,41.747442,-89.299351
Lee__IA,40.647588,-91.477157
Lee__KY,37.608116,-83.719248
Lee__MS,34.29246,-88.682383
Lee__NC,35.476336,-79.172117
Lee__SC,34.15864,-80.251209
Lee__TX,30.321105,-96.976365
Lee__VA,36.701721,-83.130112
Leelanau__MI,45.146182,-86.051574
Leflore__MS,33.54979,-90.294934
Lehigh__PA,40.614241,-75.590627
Lemhi__ID,44.928506,-113.887042
Lenawee__MI,41.896109,-84.07435
Lenoir__NC,35.240068,-77.63551
Leon__FL,30.45931,-84.2778
Leon__TX,31.300493,-95.995622
Leslie__KY,37.087846,-83.388617
Letcher__KY,37.118536,-82.861251
Levy__FL,29.284457,-82.783462
Lewis_and_Clark__MT,47.122034,-112.382924
Lewis__ID,46.236328,-116.42376
Lewis__KY,38.552152,-83.376774
Lewis__MO,40.084559,-91.728803
Lewis__NY,43.782681,-75.44414
Lewis__TN,35.523244,-87.496983
Lewis__WA,46.580071,-122.377444
Lewis__WV,38.988877,-80.495477
Lexington__VA,37.782332,-79.44432
Lexington__SC,33.892589,-81.272831
Liberty__FL,30.259849,-84.86858
Liberty__GA,31.807458,-81.457871
Liberty__MT,48.559654,-111.036924
Liberty__TX,30.158451,-94.844078
Licking__OH,40.093609,-82.481251
Limestone__AL,34.810239,-86.981399
Limestone__TX,31.547543,-96.593623
Lincoln__AR,33.957675,-91.727626
Lincoln__CO,38.99374,-103.507555
Lincoln__GA,33.792151,-82.448299
Lincoln__ID,42.986181,-114.153899
Lincoln__KS,39.047276,-98.214265
Lincoln__KY,37.457174,-84.658335
Lincoln__ME,43.994263,-69.514038
Lincoln__MN,44.408238,-96.272032
Lincoln__MS,31.535216,-90.453566
Lincoln__MO,39.062255,-90.962916
Lincoln__MT,48.552385,-115.463185
Lincoln__NE,41.050322,-100.744481
Lincoln__NV,37.634605,-114.863037
Lincoln__NM,33.740941,-105.449083
Lincoln__NC,35.488502,-81.226975
Lincoln__OK,35.703117,-96.881392
Lincoln__OR,44.641061,-123.911212
Lincoln__SD,43.27942,-96.722286
Lincoln__TN,35.142916,-86.593298
Lincoln__WA,47.582743,-118.417692
Lincoln__WV,38.17177,-82.077623
Lincoln__WI,45.338417,-89.742309
Lincoln__WY,42.229993,-110.682961
Lincoln__LA,32.601823,-92.662303
Linn__IA,42.077951,-91.597674
Linn__KS,38.216549,-94.844932
Linn__MO,39.86444,-93.108019
Linn__OR,44.488898,-122.537208
Lipscomb__TX,36.2802,-100.272683
Litchfield__CT,41.791883,-73.235404
Little_River__AR,33.699497,-94.229774
Live_Oak__TX,28.351535,-98.126961
Livingston__IL,40.894376,-88.552852
Livingston__KY,37.209517,-88.363426
Livingston__MI,42.602532,-83.911718
Livingston__MO,39.778587,-93.548201
Livingston__NY,42.727485,-77.769779
Livingston__LA,30.440419,-90.727474
Llano__TX,30.707584,-98.68469
Logan__AR,35.218654,-93.72091
Logan__CO,40.728091,-103.090464
Logan__IL,40.129122,-89.365307
Logan__KS,38.913269,-101.157407
Logan__KY,36.859829,-86.881436
Logan__NE,41.542155,-100.443665
Logan__ND,46.469278,-99.504585
Logan__OH,40.387553,-83.766343
Logan__OK,35.914151,-97.450764
Logan__WV,37.830591,-81.940853
Long__GA,31.749563,-81.74287
Lonoke__AR,34.755114,-91.894132
Lorain__OH,41.438805,-82.179722
Los_Alamos__NM,35.870047,-106.307968
Los_Angeles__CA,34.196398,-118.261862
Loudon__TN,35.73745,-84.316204
Loudoun__VA,39.0812,-77.638898
Louisa__IA,41.218211,-91.256994
Louisa__VA,37.972704,-77.959795
Loup__NE,41.897665,-99.509776
Love__OK,33.957775,-97.245124
Loving__TX,31.844936,-103.561229
Lowndes__AL,32.147888,-86.650586
Lowndes__GA,30.833127,-83.268992
Lowndes__MS,33.471424,-88.439723
Lubbock__TX,33.611469,-101.819944
Lucas__IA,41.033344,-93.331467
Lucas__OH,41.682321,-83.468903
Luce__MI,46.940602,-85.582368
Lumpkin__GA,34.568135,-83.998906
Luna__NM,32.184523,-107.747191
Lunenburg__VA,36.946094,-78.241985
Luzerne__PA,41.172787,-75.976035
Lycoming__PA,41.34362,-77.055225
Lyman__SD,43.894812,-99.841925
Lynchburg__VA,37.399016,-79.195458
Lynn__TX,33.178412,-101.818493
Lyon__IA,43.38358,-96.207201
Lyon__KS,38.455498,-96.161589
Lyon__KY,37.023976,-88.083391
Lyon__MN,44.409195,-95.847268
Lyon_NV,39.022213,-119.197425
Mackinac__MI,46.167868,-85.303762
Macomb__MI,42.671467,-82.910869
Macon__AL,32.387027,-85.692887
Macon__GA,32.362686,-84.051231
Macon__IL,39.860237,-88.961529
Macon__MO,39.829795,-92.56434
Macon__NC,35.152959,-83.421901
Macon__TN,36.537757,-86.000959
Macoupin__IL,39.2659,-89.926344
Madera__CA,37.209821,-119.749802
Madison__AL,34.764238,-86.55108
Madison__AR,36.012545,-93.724053
Madison__FL,30.447233,-83.470416
Madison__GA,34.128526,-83.203737
Madison__ID,43.788614,-111.656993
Madison__IL,38.827082,-89.900195
Madison__IN,40.166203,-85.722454
Madison__IA,41.330622,-94.015184
Madison__KY,37.723592,-84.276998
Madison__MS,32.63437,-90.03416
Madison__MO,37.473235,-90.345453
Madison__MT,45.325278,-111.913781
Madison__NE,41.909929,-97.606856
Madison__NY,42.910026,-75.663575
Madison__NC,35.864078,-82.712731
Madison__OH,39.896607,-83.400885
Madison__TN,35.606056,-88.833424
Madison__TX,30.966878,-95.930372
Madison__VA,38.412059,-78.276961
Madison__LA,32.341375,-91.242023
Magoffin__KY,37.698953,-83.069716
Mahaska__IA,41.330797,-92.636366
Mahnomen__MN,47.328387,-95.811089
Mahoning__OH,41.01088,-80.770396
Major__OK,36.313119,-98.542015
Malheur__OR,43.188082,-117.604045
Manassas__VA,38.747172,-77.484536
Manassas_Park__VA,38.768945,-77.448767
Manatee__FL,27.481682,-82.368767
Manistee__MI,44.350385,-86.602967
Manitowoc__WI,44.105091,-87.313756
Marathon__WI,44.898036,-89.757823
Marengo__AL,32.247591,-87.791091
Maricopa__AZ,33.346541,-112.495534
Maries__MO,38.162615,-91.923601
Marin__CA,38.051817,-122.745974
Marinette__WI,45.346899,-87.991198
Marion__AL,34.138219,-87.881551
Marion__AR,36.266672,-92.678567
Marion__FL,29.202805,-82.0431
Marion__GA,32.359538,-84.529561
Marion__IL,38.648106,-88.920488
Marion__IN,39.782976,-86.135794
Marion__IA,41.331455,-93.093849
Marion__KS,38.359647,-97.102771
Marion__KY,37.552604,-85.268959
Marion__MS,31.230167,-89.821712
Marion__MO,39.807538,-91.635379
Marion__OH,40.588034,-83.168803
Marion__OR,44.900898,-122.57626
Marion__SC,34.08362,-79.354001
Marion__TN,35.133422,-85.618399
Marion__TX,32.798182,-94.356853
Marion__WV,39.505839,-80.243402
Mariposa__CA,37.570033,-119.91286
Marlboro__SC,34.601805,-79.677942
Marquette__MI,46.656629,-87.583982
Marquette__WI,43.826053,-89.409095
Marshall__AL,34.309564,-86.321668
Marshall__IL,41.031119,-89.342371
Marshall__IN,41.325003,-86.269036
Marshall__IA,42.041691,-92.981452
Marshall__KS,39.782709,-96.521243
Marshall__KY,36.882017,-88.332752
Marshall__MN,48.362728,-96.357761
Marshall__MS,34.76619,-89.504231
Marshall__OK,34.027007,-96.770533
Marshall__SD,45.737044,-97.58087
Marshall__TN,35.468387,-86.765886
Marshall__WV,39.854426,-80.671794
Martin__FL,27.083604,-80.398201
Martin__IN,38.705322,-86.801847
Martin__KY,37.796774,-82.506623
Martin__MN,43.677118,-94.537252
Martin__NC,35.841059,-77.112867
Martin__TX,32.30983,-101.961836
Martinsville__VA,36.683527,-79.863647
Mason__IL,40.236993,-89.913575
Mason__KY,38.594164,-83.828006
Mason__MI,43.996636,-86.750814
Mason__TX,30.703229,-99.237613
Mason__WA,47.354126,-123.17385
Mason__WV,38.759288,-82.024171
Massac__IL,37.216119,-88.705658
Matagorda__TX,28.77476,-96.001532
MatanuskaSusitna__AK,62.279075,-149.617562
Mathews__VA,37.425348,-76.268808
Maui__HI,20.855931,-156.60155
Maury__TN,35.615696,-87.077763
Maverick__TX,28.729787,-100.316678
Mayes__OK,36.303804,-95.235638
McClain__OK,35.016433,-97.449801
McCone__MT,47.629628,-105.757222
McCook__SD,43.678924,-97.362036
McCormick__SC,33.897605,-82.316192
McCracken__KY,37.053683,-88.712366
McCreary__KY,36.731136,-84.491052
McCulloch__TX,31.205477,-99.359856
McCurtain__OK,34.117073,-94.766086
McDonald__MO,36.630218,-94.343956
Donough__IL,40.455808,-90.678954
McDowell__NC,35.682232,-82.048029
McDowell__WV,37.382663,-81.658205
McDuffie__GA,33.482464,-82.473188
McHenry__IL,42.324298,-88.452245
McHenry__ND,48.233842,-100.633267
McIntosh__GA,31.488592,-81.37246
McIntosh__ND,46.117034,-99.443041
McIntosh__OK,35.369108,-95.671787
McKean__PA,41.81459,-78.572463
McKenzie__ND,47.742475,-103.403215
McKinley__NM,35.583878,-108.253266
McLean__IL,40.494559,-88.844539
McLean__KY,37.526707,-87.265597
McLean__ND,47.653055,-101.421794
McLennan__TX,31.549493,-97.201472
McLeod__MN,44.821644,-94.27232
McMinn__TN,35.424471,-84.619962
McMullen__TX,28.384922,-98.578853
McNairy__TN,35.175228,-88.563629
McPherson__KS,38.395812,-97.647489
McPherson__NE,41.648414,-101.120851
McPherson__SD,45.784249,-99.211421
Meade__KS,37.243886,-100.360094
Meade__KY,37.967476,-86.200863
Meade__SD,44.605276,-102.714177
Meagher__MT,46.5857,-110.92174
Mecklenburg__NC,35.246862,-80.833832
Mecklenburg__VA,36.687256,-78.368959
Mecosta__MI,43.635295,-85.332751
Medina__OH,41.116174,-81.899764
Medina__TX,29.353661,-99.111085
Meeker__MN,45.123155,-94.527346
Meigs__OH,39.089807,-82.028397
Meigs__TN,35.503397,-84.823888
Mellette__SD,43.58469,-100.760955
Menard__IL,40.022569,-89.794133
Menard__TX,30.884365,-99.85399
Mendocino__CA,39.432388,-123.442881
Menifee__KY,37.950665,-83.597515
Menominee__MI,45.538237,-87.492949
Menominee__WI,44.991304,-88.669251
Merced__CA,37.194806,-120.722802
Mercer__IL,41.204791,-90.741433
Mercer__KY,37.812085,-84.879694
Mercer__MO,40.421413,-93.567631
Mercer__NJ,40.282503,-74.703724
Mercer__ND,47.307147,-101.833328
Mercer__OH,40.535333,-84.632059
Mercer__PA,41.300014,-80.252786
Mercer__WV,37.403448,-81.106456
Meriwether__GA,33.029244,-84.667041
Merrick__NE,41.169801,-98.031051
Merrimack__NH,43.299485,-71.68013
Mesa__CO,39.019492,-108.461837
Metcalfe__KY,36.992515,-85.633599
Miami__IN,40.772881,-86.044258
Miami__KS,38.566772,-94.832963
Miami__OH,40.053326,-84.228413
MiamiDade__FL,25.61058,-80.499137
Middlesex__CT,41.433003,-72.52278
Middlesex__MA,42.481711,-71.394917
Middlesex__NJ,40.439613,-74.407579
Middlesex__VA,37.606975,-76.528082
Midland__MI,43.648203,-84.379414
Midland__TX,31.870896,-102.024326
Mifflin__PA,40.601607,-77.651938
Milam__TX,30.791242,-96.984395
Millard__UT,39.094535,-113.525009
Mille_Lacs__MN,45.929043,-93.632996
Miller__AR,33.305505,-93.901502
Miller__GA,31.162908,-84.730386
Miller__MO,38.21668,-92.429876
Mills__IA,41.033703,-95.619101
Mills__TX,31.494888,-98.594623
Milwaukee__WI,43.017652,-87.481549
Miner__SD,44.021541,-97.608122
Mineral__CO,37.651483,-106.932303
Mineral__MT,47.154909,-115.064849
Mineral__NV,38.516647,-118.416279
Mineral__WV,39.404781,-78.95669
Mingo__WV,37.721161,-82.158989
Minidoka__ID,42.857211,-113.63984
Minnehaha__SD,43.667472,-96.795726
Missaukee__MI,44.325424,-85.085471
Mississippi__AR,35.766943,-90.052209
Mississippi__MO,36.826264,-89.295929
Missoula__MT,47.027263,-113.892681
Mitchell__GA,31.228997,-84.192038
Mitchcell__IA,43.348564,-92.784466
Mitchell__KS,39.393026,-98.207362
Mitchell__NC,36.013102,-82.163554
Mitchell__TX,32.304117,-100.924392
Mobile__AL,30.684572,-88.196568
Modoc__CA,41.592918,-120.71837
Moffat__CO,40.616358,-108.211099
Mohave__AZ,35.717705,-113.749689
Moniteau__MO,38.633037,-92.583642
Monmouth__NJ,40.287048,-74.152446
Mono__CA,37.915836,-118.875167
Monona__IA,42.049432,-95.956566
Monongalia__WV,39.633645,-80.059074
Monroe__AL,31.580332,-87.383266
Monroe__AR,34.679512,-91.20331
Monroe__FL,25.615457,-81.189971
Monroe__GA,33.017435,-83.922938
Monroe__IL,38.277983,-90.179078
Monroe__IN,39.160751,-86.523325
Monroe__IA,41.028847,-92.869642
Monroe__KY,36.714077,-85.713508
Monroe__MI,41.916097,-83.487106
Monroe__MS,33.89003,-88.485038
Monroe__MO,39.49827,-92.006458
Monroe__NY,43.464475,-77.664656
Monroe__OH,39.726253,-81.090987
Monroe__PA,41.05624,-75.329065
Monroe__TN,35.447818,-84.249705
Monroe__WV,37.55034,-80.54789
Monroe__WI,43.945175,-90.619969
Montague__TX,33.678356,-97.725014
Montcalm__MI,43.312782,-85.149468
Monterey__CA,36.240107,-121.315572
Montezuma__CO,37.338025,-108.595786
Montgomery__AL,32.202881,-86.204461
Montgomery__AR,34.545581,-93.66333
Montgomery__GA,32.172108,-82.533349
Montgomery__IL,39.228093,-89.478004
Montgomery__IN,40.040296,-86.892715
Montgomery__IA,41.021735,-95.15779
Montgomery__KS,37.189537,-95.742403
Montgomery__KY,38.038138,-83.912337
Montgomery__MD,39.137381,-77.203063
Montgomery__MS,33.500714,-89.639625
Montgomery__MO,38.935184,-91.465427
Montgomery__NY,42.900891,-74.435357
Montgomery__NC,35.334415,-79.906602
Montgomery__OH,39.753736,-84.290591
Montgomery__PA,40.209999,-75.370201
Montgomery__TN,36.500354,-87.380887
Montgomery__TX,30.300611,-95.494719
Montgomery__VA,37.175534,-80.387791
Montmorency__MI,45.024134,-84.130107
Montour__PA,41.029291,-76.665195
Montrose__CO,38.407507,-108.266282
Moody__SD,44.012429,-96.676054
Moore__NC,35.308272,-79.492725
Moore__TN,35.288888,-86.358684
Moore__TX,35.835676,-101.890502
Mora__NM,35.982841,-104.921898
Morehouse__LA,32.820008,-91.800399
Morgan__AL,34.454484,-86.846402
Morgan__CO,40.263167,-103.812285
Morgan__GA,33.593236,-83.491027
Morgan__IL,39.7183,-90.202543
Morgan__IN,39.482646,-86.447457
Morgan__KY,37.92294,-83.258944
Morgan__MO,38.420807,-92.874835
Morgan__OH,39.624946,-81.861697
Morgan__TN,36.138697,-84.639262
Morgan__UT,41.091027,-111.577885
Morgan__WV,39.555002,-78.257345
Morrill__NE,41.732204,-102.990594
Morris__KS,38.688204,-96.651448
Morris__NJ,40.858581,-74.547427
Morris__TX,33.116466,-94.731265
Morrison__MN,46.020484,-94.266619
Morrow__OH,40.525266,-82.797729
Morrow__OR,45.425496,-119.602311
Morton__KS,37.185249,-101.809516
Morton__ND,46.710819,-101.298265
Motley__TX,34.057899,-100.793152
Moultrie__IL,39.636896,-88.625726
Mountrail__ND,48.210291,-102.364756
Mower__MN,43.666249,-92.759514
Muhlenberg__KY,37.213816,-87.134092
Multnomah__OR,45.547693,-122.417173
Murray__GA,34.797097,-84.73799
Murray__MN,44.015594,-95.761581
Murray__OK,34.485766,-97.071557
Muscatine__IA,41.483776,-91.118699
Muscogee__GA,32.510197,-84.874946
Muskegon__MI,43.289258,-86.751892
Muskingum__OH,39.966046,-81.943506
Muskogee__OK,35.617551,-95.383911
Musselshell__MT,46.505281,-108.439763
Nacogdoches__TX,31.62056,-94.62025
Nance__NE,41.402385,-97.991408
Nantucket__MA,41.305878,-70.14191
Napa__CA,38.5071,-122.325904
Nash__NC,35.965945,-77.987555
Nassau__FL,30.605926,-81.764929
Nassau__NY,40.729612,-73.589414
Natchitoches__LA,31.732551,-93.082611
Natrona__WY,42.973602,-106.76507
Navajo__AZ,35.390785,-110.321025
Navarro__TX,32.048448,-96.476909
Nelson__KY,37.803188,-85.465955
Nelson__ND,47.918667,-98.204428
Nelson__VA,37.789079,-78.88344
Nemaha__KS,39.791043,-96.005381
Nemaha__NE,40.385236,-95.853056
Neosho__KS,37.564283,-95.315683
Neshoba__MS,32.752518,-89.119274
Ness__KS,38.480437,-99.908745
Nevada__AR,33.666699,-93.305072
Nevada__CA,39.297508,-120.771343
New_Castle__DE,39.575915,-75.644132
New_Hanover__NC,34.177875,-77.869674
New_Haven__CT,41.349717,-72.900204
New_Kent__VA,37.502819,-76.982819
New_London__CT,41.472651,-72.108633
New_Madrid__MO,36.594261,-89.655948
New_York__NY,40.776642,-73.970187
Newaygo__MI,43.562709,-85.791423
Newberry__SC,34.28973,-81.600053
Newport__RI,41.502504,-71.283689
Newport_News__VA,37.076166,-76.521968
Newton__AR,35.910742,-93.215899
Newton__GA,33.544021,-83.855185
Newton__IN,40.962399,-87.402172
Newton__MS,32.40197,-89.118412
Newton__MO,36.908364,-94.335021
Newton__TX,30.786718,-93.73925
Nez_Perce__ID,46.333791,-116.760909
Niagara__NY,43.456731,-78.792142
Nicholas__KY,38.337132,-84.025554
Nicholas__WV,38.291416,-80.797516
Nicollet__MN,44.358819,-94.245685
Niobrara__WY,43.062159,-104.468373
Noble__IN,41.40468,-85.417271
Noble__OH,39.767232,-81.452512
Noble__OK,36.384901,-97.236335
Nobles__MN,43.677686,-95.763132
Nodaway__MO,40.361136,-94.883146
Nolan__TX,32.312338,-100.418108
Nome__AK,64.783686,-164.188912
Norfolk__VA,36.923015,-76.244641
Norfolk__MA,42.17175,-71.181115
Norman__MN,47.32947,-96.463807
North_Slope__AK,69.449343,-153.47283
Northampton__NC,36.421774,-77.398352
Northampton__PA,40.752791,-75.307447
Northampton__VA,37.302775,-75.924018
Northumberland__PA,40.851524,-76.709877
Northumberland__VA,37.856974,-76.379687
Northwest_Arctic__AK,67.005066,-160.021086
Norton__VA,36.931549,-82.625996
Norton__KS,39.783867,-99.899235
Nottoway__VA,37.141167,-78.053866
Nowata__OK,36.789615,-95.613312
Noxubee__MS,33.106508,-88.566004
Nuckolls__NE,40.176492,-98.046842
Nueces__TX,27.738737,-97.51866
Nye__NV,37.965864,-116.459011
Oakland__MI,42.660452,-83.38421
Obion__TN,36.358171,-89.149879
O_Brien__IA,43.083746,-95.625624
Ocean__NJ,39.865669,-74.258864
Oceana__MI,43.647255,-86.807575
Ochiltree__TX,36.278744,-100.815864
Oconee__GA,33.834125,-83.437728
Oconee__SC,34.748771,-83.061543
Oconto__WI,44.996575,-88.206516
Ogemaw__MI,44.33328,-84.128073
Oglala_Lakota__SD,43.33363,-102.561699
Ogle__IL,42.041884,-89.320176
Oglethorpe__GA,33.866806,-83.074081
Ohio__IN,38.940527,-84.964299
Ohio__KY,37.477859,-86.844871
Ohio__WV,40.098932,-80.620728
Okaloosa__FL,30.665851,-86.594187
Okanogan__WA,48.551386,-119.685877
Okeechobee__FL,27.385592,-80.887388
Okfuskee__OK,35.466804,-96.327762
Oklahoma__OK,35.554611,-97.409401
Okmulgee__OK,35.646879,-95.96458
Oktibbeha__MS,33.422313,-88.876151
Oldham__KY,38.400127,-85.456152
Oldham__TX,35.401921,-102.59762
Oliver__ND,47.118079,-101.33142
Olmsted__MN,44.003429,-92.406722
Oneida__ID,42.183895,-112.520449
Oneida__NY,43.242727,-75.434282
Oneida__WI,45.716176,-89.534533
Onodaga__NY,43.006516,-76.196134
Onslow__NC,34.763109,-77.499469
Ontario__NY,42.856357,-77.303497
Ontonagon__MI,47.216604,-89.500461
Orange__CA,33.675687,-117.777207
Orange__FL,28.514435,-81.323295
Orange__IN,38.547381,-86.489257
Orange__NY,41.40241,-74.306252
Orange__NC,36.06253,-79.119995
Orange__TX,30.122323,-93.8941
Orange__VT,44.003392,-72.369687
Orange__VA,38.250193,-78.009622
Orangeburg__SC,33.436135,-80.802913
Oregon__MO,36.68531,-91.401827
Orleans__NY,43.502287,-78.229726
Orleans__VT,44.828442,-72.25163
Orleans__LA,30.05342,-89.934502
Osage__KS,38.648409,-95.707596
Osage__MO,38.464253,-91.859504
Osage__OK,36.624299,-96.408112
Osborne__KS,39.348261,-98.767942
Osceola__FL,28.059027,-81.139312
Osceola__IA,43.378542,-95.633788
Osceola__MI,43.997552,-85.322283
Oscoda__MI,44.687257,-84.126905
Oswego__NY,43.461443,-76.209258
Otero__CO,37.88417,-103.72126
Otero__NM,32.588776,-105.781079
Otoe__NE,40.637992,-96.131027
Otsego__MI,45.021787,-84.576603
Otsego__NY,42.629776,-75.028841
Ottawa__KS,39.137963,-97.654802
Ottawa__MI,42.942346,-86.655342
Ottawa__OH,41.545495,-83.012613
Ottawa__OK,36.835764,-94.802681
Otter_Tail__MN,46.405725,-95.714578
Ouachita__AR,33.59116,-92.878415
Ouachita__LA,32.477664,-92.154848
Ouray__CO,38.1506,-107.767133
Outagamie__WI,44.418226,-88.464988
Overton__TN,36.34485,-85.283076
Owen__IN,39.317339,-86.838845
Owen__KY,38.499588,-84.841492
Owsley__KY,37.423614,-83.691628
Owyhee__ID,42.572851,-116.18969
Oxford__ME,44.4945,-70.734421
Ozark__MO,36.64959,-92.458549
Ozaukee__WI,43.360715,-87.496553
Pacific__WA,46.556587,-123.782419
Page__IA,40.73909,-95.14429
