Name,Latitude,Longitude
Dawson__GA,34.442842,-84.173284
Dawson__MT,47.272425,-104.901027
Dawson__NE,40.867378,-99.815154
Dawson__TX,32.741934,-101.947322
Day__SD,45.355034,-97.58143
De_Baca__NM,34.359273,-104.368696
De_Soto__LA,32.059248,-93.740797
De_Witt__IL,40.181499,-88.901853
Deaf_Smith__TX,34.940766,-102.607564
Dearborn__IN,39.148321,-84.973497
Decatur__GA,30.880655,-84.584144
Decatur__IN,39.30598,-85.499831
Decatur__IA,40.736379,-93.78458
Decatur__KS,39.783542,-100.459708
Decatur__TN,35.603136,-88.110292
Deer_Lodge__MT,46.094612,-113.141624
Defiance__OH,41.321679,-84.486433
DeKalb__AL,34.460929,-85.803992
DeKalb__GA,33.770661,-84.226343
DeKalb__IL,41.894612,-88.768991
DeKalb__IN,41.401189,-85.000185
DeKalb__MO,39.894665,-94.40719
DeKalb__TN,35.986471,-85.834914
Del_Norte__CA,41.749903,-123.980998
Delaware__IN,40.227543,-85.399262
Delaware__IA,42.472937,-91.366767
Delaware__NY,42.193986,-74.966728
Delaware__OH,40.278941,-83.007462
Delaware__OK,36.393375,-94.808217
Delaware__PA,39.91667,-75.398786
Delta__CO,38.861756,-107.864757
Delta__MI,45.805229,-86.901938
Delta__TX,33.385933,-95.67335
Denali__AK,63.681106,-150.026544
Dent__MO,37.603075,-91.489716
Denton__TX,33.205132,-97.12114
Denver__CO,39.76185,-104.881105
Des_Moines__IA,40.915339,-91.186925
Deschutes__OR,43.915118,-121.225575
Desha__AR,33.828752,-91.244103
DeSoto__FL,27.190581,-81.806253
DeSoto__MS,34.874266,-89.99324
Deuel__NE,41.111903,-102.332609
Deuel__SD,44.75629,-96.690239
Dewey__OK,35.97796,-99.014385
Dewey__SD,45.148049,-100.837953
DeWitt__TX,29.082346,-97.361654
Dickens__TX,33.615363,-100.787617
Dickenson__VA,37.137064,-82.34923
Dickey__ND,46.107756,-98.496518
Dickinson__IA,43.389611,-95.196057
Dickinson__KS,38.867735,-97.157943
Dickinson__MI,46.012823,-87.866119
Dickson__TN,36.145533,-87.364155
Dillingham__AK,60.29732,-158.094726
Dillon__SC,34.390172,-79.374964
Dimmit__TX,28.423587,-99.765871
Dinwiddie__VA,37.073498,-77.635492
Washington__DC,38.904103,-77.017229
Divide__ND,48.814754,-103.509326
Dixie__FL,29.580899,-83.195666
Dixon__NE,42.48528,-96.855862
Dona_Ana__NM,32.350912,-106.832182
Doddridge__WV,39.26348,-80.701232
Dodge__GA,32.160235,-83.156241
Dodge__MN,44.020706,-92.869353
Dodge__NE,41.577008,-96.645853
Dodge__WI,43.422706,-88.704379
Dolores__CO,37.747602,-108.530383
Doniphan__KS,39.788502,-95.147225
Donley__TX,34.955036,-100.815846
Dooly__GA,32.151995,-83.807167
Door__WI,45.067811,-87.087936
Dorchester__MD,38.429196,-76.047433
Dorchester__SC,33.082186,-80.404697
Dougherty__GA,31.532588,-84.20904
Douglas__CO,39.325414,-104.925987
Douglas__GA,33.699317,-84.765944
Douglas__IL,39.766078,-88.222866
Douglas__KS,38.896415,-95.290946
Douglas__MN,45.936829,-95.462156
Douglas__MO,36.946517,-92.515892
Douglas__NE,41.297091,-96.154066
Douglas__NV,38.905129,-119.609019
Douglas__OR,43.286328,-123.154476
Douglas__SD,43.391506,-98.358433
Douglas__WA,47.741763,-119.694622
Douglas__WI,46.463316,-91.892579
Drew__AR,33.587242,-91.722778
Dubois__IN,38.373344,-86.873385
Dubuque__IA,42.463481,-90.878771
Duchesne__UT,40.289649,-110.42983
Dukes__MA,41.380969,-70.701504
Dundy__NE,40.180165,-101.681133
Dunklin__MO,36.153025,-90.062254
Dunn__ND,47.354548,-102.612366
Dunn__WI,44.947741,-91.89772
DuPage__IL,41.852058,-88.086038
Duplin__NC,34.934403,-77.933543
Durham__NC,36.033822,-78.87812
Dutchess__NY,41.75477,-73.740041
Duval__FL,30.335245,-81.648113
Duval__TX,27.681123,-98.497393
Dyer__TN,36.054196,-89.398306
Eagle__CO,39.626992,-106.695169
Early__GA,31.324191,-84.906723
East_Baton_Rouge__LA,30.543983,-91.093167
East_Carroll__LA,32.73017,-91.234141
East_Feliciana__LA,30.839784,-91.043434
Eastland__TX,32.324645,-98.83656
Eaton__MI,42.589614,-84.846524
Eau_Claire__WI,44.726355,-91.286414
Echols__GA,30.7085,-82.836132
Ector__TX,31.865301,-102.542507
Eddy__NM,32.45787,-104.306479
Eddy__ND,47.723436,-98.900474
Edgar__IL,39.679037,-87.74711
Edgecombe__NC,35.917055,-77.602655
Edgefield__SC,33.776498,-81.968245
Edmonson__KY,37.227514,-86.218015
Edmunds__SD,45.41168,-99.205362
Edwards__IL,38.417095,-88.047941
Edwards__KS,37.883595,-99.304746
Edwards__TX,29.985877,-100.307373
Effingham__GA,32.361711,-81.343337
Effingham__IL,39.047945,-88.592849
El_Dorado__CA,38.785532,-120.534398
El_Paso__CO,38.827383,-104.527472
El_Paso__TX,31.766403,-106.24139
Elbert__CO,39.310582,-104.117729
Elbert__GA,34.116455,-82.841834
Elk__KS,37.456026,-96.244642
Elk__PA,41.427334,-78.653938
Elkhart__IN,41.600693,-85.863986
Elko__NV,41.141133,-115.351424
Elliott__KY,38.115438,-83.097209
Ellis__KS,38.914596,-99.317329
Ellis__OK,36.224258,-99.750139
Ellis__TX,32.346878,-96.79694
Ellsworth__KS,38.700845,-98.205355
Elmore__AL,32.597229,-86.142735
Elmore__ID,43.394698,-115.471205
Emanuel__GA,32.5911,-82.299763
Emery__UT,39.009025,-110.7211
Emmet__IA,43.377984,-94.66937
Emmet__MI,45.590094,-84.986822
Emmons__ND,46.284255,-100.237842
Emporia__VA,36.696182,-77.535975
Erath__TX,32.238136,-98.222377
Erie__NY,42.752759,-78.778192
Erie__OH,41.554006,-82.525897
Erie__PA,42.117952,-80.096386
Escambia__AL,31.122287,-87.16841
Escambia__FL,30.611638,-87.3389
Esmeralda__NV,37.778966,-117.632382
Essex__MA,42.642711,-70.865107
Essex__NJ,40.7874,-74.246292
Essex__NY,44.109601,-73.778431
Essex__VT,44.724021,-71.732736
Essex__VA,37.93948,-76.941871
Estill__KY,37.692449,-83.963983
Etowah__AL,34.047641,-86.034263
Eureka__NV,39.977788,-116.272208
Evangeline__LA,30.720693,-92.404086
Evans__GA,32.153087,-81.890155
Fairbanks_North_Stark__AK,64.692317,-146.601733
Fairfax__VA,38.853183,-77.299025
Fairfax_Co__VA,38.82952,-77.273252
Fairfield__CT,41.227413,-73.367061
Fairfield__OH,39.75262,-82.627329
Fairfield__SC,34.395669,-81.127001
Fall_River__SD,43.221619,-103.512609
Fallon__MT,46.318184,-104.405718
Falls_Church__VA,38.884722,-77.175603
Falls__TX,31.25193,-96.934127
Fannin__GA,34.866543,-84.317331
Fannin__TX,33.591161,-96.104988
Faribault__MN,43.676522,-93.947234
Faulk__SD,45.065476,-99.153564
Faulkner__AR,35.146343,-92.324646
Fauquier__VA,38.744098,-77.821484
Fayette__AL,33.716157,-87.764292
Fayette__GA,33.412717,-84.493941
Fayette__IL,39.001125,-89.017923
Fayette__IN,39.639655,-85.185032
Fayette__IA,42.864122,-91.840376
Fayette__KY,38.040676,-84.458274
Fayette__OH,39.555275,-83.461945
Fayette__PA,39.918907,-79.640119
Fayette__TN,35.196993,-89.413803
Fayette__TX,29.877886,-96.921231
Fayette__WV,38.030933,-81.086051
Fentress__TN,36.369888,-84.937764
Fergus__MT,47.223641,-109.223714
Ferry__WA,48.473256,-118.533589
Fillmore__MN,43.679188,-92.093945
Fillmore__NE,40.52504,-97.596705
Finney__KS,38.049808,-100.739967
Fisher__TX,32.740473,-100.40312
Flagler__FL,29.474912,-81.286305
Flathead__MT,48.314575,-114.054533
Fleming__KY,38.368431,-83.706152
Florence__SC,34.028535,-79.710233
Florence__WI,45.871865,-88.407234
Floyd__GA,34.263677,-85.21373
Floyd__IN,38.317936,-85.911474
Floyd__IA,43.052741,-92.787367
Floyd__KY,37.559878,-82.743361
Floyd__TX,34.07373,-101.303274
Floyd__VA,36.931438,-80.350309
Fluvanna__VA,37.830571,-78.283482
Foard__TX,33.963306,-99.816828
Fond_du_Lac__WI,43.754722,-88.493284
Ford__IL,40.596539,-88.224588
Ford__KS,37.688416,-99.884748
Forest__PA,41.513304,-79.249705
Forest__WI,45.666881,-88.773326
Forrest__MS,31.18858,-89.259447
Forsyth__GA,34.225143,-84.127435
Forsyth__NC,36.132466,-80.256961
Fort_Bend__TX,29.526602,-95.771015
Foster__ND,47.471431,-98.872876
Fountain__IN,40.121237,-87.234872
Franklin__VA,36.684014,-76.941396
Franklin__AL,34.441989,-87.842814
Franklin__AR,35.508558,-93.887665
Franklin__FL,29.810176,-84.799174
Franklin__GA,34.375081,-83.228064
Franklin__ID,42.173609,-111.822965
Franklin__IL,37.991848,-88.926246
Franklin__IN,39.409762,-85.066964
Franklin__IA,42.736549,-93.271425
Franklin__KS,38.558019,-95.278962
Franklin__KY,38.234919,-84.868786
Franklin__ME,44.973012,-70.444727
Franklin__MA,42.584504,-72.591792
Franklin__MS,31.477776,-90.895811
Franklin__MO,38.408313,-91.07341
Franklin__NE,40.183203,-98.96208
Franklin__NY,44.594376,-74.31067
Franklin__NC,36.088241,-78.28309
Franklin__OH,39.969575,-83.006865
Franklin__PA,39.926685,-77.724497
Franklin__TN,35.155926,-86.099203
Franklin__TX,33.175846,-95.219066
Franklin__VT,44.858964,-72.909402
Franklin_Co__VA,36.99115,-79.882663
Franklin__WA,46.53458,-118.906944
Franklin__LA,32.139076,-91.672371
Frederick__MD,39.470429,-77.397624
Frederick__VA,39.203677,-78.263828
Fredericksburg__VA,38.299272,-77.486658
Freeborn__MN,43.674202,-93.350289
Freestone__TX,31.70126,-96.144487
Fremont__CO,38.45517,-105.424958
Fremont__ID,44.218091,-111.484429
Fremont__IA,40.74259,-95.599182
Fremont__WY,43.054831,-108.608935
Fresno__CA,36.761006,-119.655019
Frio__TX,28.869334,-99.108788
Frontier__NE,40.530947,-100.406683
Fulton__AR,36.383619,-91.819664
Fulton__GA,33.790034,-84.468182
Fulton__IL,40.46524,-90.202269
Fulton__IN,41.050384,-86.265006
Fulton__KY,36.552511,-89.187659
Fulton__NY,43.115609,-74.423678
Fulton__OH,41.597264,-84.124267
Fulton__PA,39.91075,-78.122617
Furnas__NE,40.191865,-99.909663
Gadsden__FL,30.578687,-84.612607
Gage__NE,40.255234,-96.683453
Gaines__TX,32.743942,-102.631561
Galax__VA,36.66564,-80.914308
Gallatin__IL,37.768677,-88.227964
Gallatin__KY,38.760103,-84.862153
Gallatin__MT,45.518054,-111.163921
Gallia__OH,38.817046,-82.301746
Galveston__TX,29.228366,-94.895426
Garden__NE,41.633364,-102.302985
Garfield__CO,39.599352,-107.90978
Garfield__MT,47.280033,-106.986706
Garfield__NE,41.906868,-98.951231
Garfield__OK,36.378273,-97.787729
Garfield__UT,37.831664,-111.450908
Garfield__WA,46.429478,-117.536711
Garland__AR,34.578861,-93.146915
Garrard__KY,37.630162,-84.545856
Garrett__MD,39.547299,-79.274619
Garvin__OK,34.70935,-97.312723
Garza__TX,33.183792,-101.301134
Gasconage__MO,38.441183,-91.50578
Gaston__NC,35.293344,-81.177256
Gates__NC,36.442135,-76.702355
Geary__KS,39.002156,-96.768037
Geauga__OH,41.499322,-81.173505
Gem__ID,44.061473,-116.398784
Genesee__MI,43.021077,-83.706372
Genesee__NY,43.00091,-78.192778
Geneva__AL,31.092393,-85.821011
Gentry__MO,40.208127,-94.405321
George__MS,30.855431,-88.642268
Georgetown__SC,33.417531,-79.296333
Gibson__IN,38.317398,-87.580523
Gibson__TN,35.991637,-88.93381
Gila__AZ,33.789618,-110.81187
Gilchrist__FL,29.723456,-82.795801
Giles__TN,35.202723,-87.035319
Giles__VA,37.31193,-80.717189
Gillespie__TX,30.325088,-98.941851
Gilliam__OR,45.382955,-120.276246
Gilmer__GA,34.690495,-84.454651
Gilmer__WV,38.915867,-80.849413
Gilpin__CO,39.861156,-105.528878
Glacier__MT,48.705671,-112.990502
Glades__FL,26.95481,-81.19082
Gladwin__MI,43.98975,-84.389816
Glascock__GA,33.227491,-82.606913
Glasscock__TX,31.868006,-101.521494
Glenn__CA,39.602546,-122.4017
Gloucester__NJ,39.722825,-75.145548
Gloucester__VA,37.403541,-76.523505
Glynn__GA,31.212746,-81.496517
Gogebic__MI,46.488054,-89.788314
Golden_Valley__MT,46.380624,-109.174586
Golden_Valley__ND,46.938924,-103.844612
Goliad__TX,28.6607,-97.430415
Gonzales__TX,29.461917,-97.491861
Goochland__VA,37.718814,-77.917626
Goodhue__MN,44.406178,-92.716
Gooding__ID,42.973185,-114.82142
Gordon__GA,34.509667,-84.873862
Goshen__WY,42.08958,-104.353482
Gosper__NE,40.509095,-99.823206
Gove__KS,38.917239,-100.48736
Grady__GA,30.875891,-84.245066
Grady__OK,35.021058,-97.88689
Grafton__NH,43.926498,-71.842337
Graham__AZ,32.931828,-109.87831
Graham__KS,39.354972,-99.879894
Graham__NC,35.348364,-83.830915
Grainger__TN,36.277463,-83.509493
Grand__CO,40.123205,-106.095935
Grand__UT,38.974326,-109.57345
Grand_Forks__ND,47.926003,-97.450851
Grand_Isle__VT,44.801787,-73.300759
Grand_Treverse__MI,44.718688,-85.553848
Granite__MT,46.395955,-113.427356
Grant__AR,34.285568,-92.422979
Grant__IN,40.515758,-85.654946
Grant__KS,37.547537,-101.299362
Grant__KY,38.64916,-84.625927
Grant__MN,45.930743,-96.010699
Grant__NE,41.913957,-101.755965
Grant__NM,32.732087,-108.381504
Grant__ND,46.357827,-101.639049
Grant__OK,36.788254,-97.788151
Grant__OR,44.496326,-119.014057
Grand__SD,45.172637,-96.772261
Grant__WA,47.213633,-119.467788
Grant__WV,39.105988,-79.195064
Grant__WI,42.870028,-90.694229
Grant__LA,31.597787,-92.561716
Granville__NC,36.299884,-78.657634
Gratiot__MI,43.292326,-84.60469
Graves__KY,36.723344,-88.649897
Gray__KS,37.744513,-100.451716
Gray__TX,35.402542,-100.812374
Grays_Harbor__WA,47.113999,-123.826655
Grayson__KY,37.458577,-86.344011
Grayson__TX,33.624532,-96.675738
Grayson__VA,36.652229,-81.215324
Greeley__KS,38.480404,-101.80597
Greeley__NE,41.567571,-98.530565
Green__KY,37.269637,-85.561403
Green__WI,42.675522,-89.605074
Green_Lake__WI,43.76141,-88.987228
Greenbrier__WV,37.924418,-80.45059
Greene__AL,32.844497,-87.9642
Greene__AR,36.120607,-90.566346
Greene__GA,33.57674,-83.166613
Greene__IL,39.355444,-90.387757
Greene__IN,39.047147,-87.004771
Greene__IA,42.042494,-94.388703
Greene__MS,31.212845,-88.634811
Greene__MO,37.258196,-93.340641
Greene__NY,42.28697,-74.149542
Greene__NC,35.481959,-77.681688
Greene__OH,39.687479,-83.894894
Greene__PA,39.847707,-80.225655
Greene__TN,36.179514,-82.847485
Greene__VA,38.297981,-78.470163
Greenlee__AZ,33.238872,-109.242323
Greensville__VA,36.680336,-77.560277
Greenup__KY,38.563562,-82.93382
Greenville__SC,34.892645,-82.372077
Greenwood__KS,37.879347,-96.241732
Greenwood__SC,34.155796,-82.127876
Greer__OK,34.933853,-99.552968
Gregg__TX,32.486397,-94.816276
Gregory__SD,43.179098,-99.202153
Grenada__MS,33.770031,-89.80274
Griggs__ND,47.456334,-98.232286
Grimes__TX,30.543231,-95.988082
Grundy__IL,41.29241,-88.401054
Grundy__IA,42.403323,-92.790261
Grundy__MO,40.112541,-93.565054
Grundy__TN,35.393356,-85.710389
Guadelupe__NM,34.869782,-104.784968
Guadalupe__TX,29.583532,-97.946771
Guernsey__OH,40.056665,-81.497875
Guilford__NC,36.079065,-79.788665
Gulf__FL,29.907257,-85.256537
Gunnison__CO,38.67264,-107.066506
Guthrie__IA,41.683573,-94.501272
Gwinnett__GA,33.959148,-84.023085
Haakon__SD,44.282885,-101.59546
Habersham__GA,34.634392,-83.525875
Haines__AK,59.098771,-135.576936
Hale__AL,32.752796,-87.623061
Hale__TX,34.068436,-101.822888
Halifax__NC,36.251438,-77.644842
Halifax__VA,36.766461,-78.939614
Hall__GA,34.317588,-83.818497
Hall__NE,40.866027,-98.502664
Hall__TX,34.453189,-100.576343
Hamblen__TN,36.218397,-83.266071
Hamilton__FL,30.491226,-82.951069
Hamilton__IL,38.085226,-88.539005
Hamilton__IN,40.053646,-86.021726
Hamilton__IA,42.390768,-93.709198
Hamilton__KS,37.995244,-101.793689
Hamilton__NE,40.872817,-98.022329
Hamilton__NY,43.657879,-74.502456
Hamilton__OH,39.196927,-84.544187
Hamilton__TN,35.159186,-85.202296
Hamilton__TX,31.707334,-98.111827
Hamlin__SD,44.680619,-97.178598
Hampden__MA,42.136198,-72.635648
Hampshire__MA,42.339459,-72.663694
Hampshire__WV,39.312139,-78.611989
Hampton__VA,37.04803,-76.297149
Hampton__SC,32.778335,-81.143817
Hancock__GA,33.26922,-83.000465
Hancock__IL,40.405792,-91.167987
Hancock__IN,39.82253,-85.773162
Hancock__IA,43.075411,-93.743697
Hancock__KY,37.843325,-86.792761
Hancock__ME,44.564906,-68.370703
Hancock__MS,30.391641,-89.482791
Hancock__OH,41.000471,-83.666034
Hancock__TN,36.521419,-83.227453
Hancock__WV,40.516958,-80.570164
Hand__SD,44.546713,-99.004575
Hanover__VA,37.760165,-77.490992
Hansford__TX,36.272847,-101.35693
Hanson__SD,43.680612,-97.796845
Haralson__GA,33.795165,-85.220062
Hardee__FL,27.492846,-81.82158
Hardeman__TN,35.218785,-88.988697
Hardeman__TX,34.289904,-99.745697
Hardin__IL,37.517852,-88.266148
Hardin__IA,42.390208,-93.241669
Hardin__KY,37.695836,-85.963183
Hardin__OH,40.660415,-83.664077
Hardin__TN,35.201893,-88.185696
Hardin__TX,30.329648,-94.393178
Harding__NM,35.85958,-103.851495
Harding__SD,45.596612,-103.473867
Hardy__WV,39.011361,-78.841729
Harford__MD,39.537429,-76.299789
Harlan__KY,36.859223,-83.221497
Harlan__NE,40.178766,-99.403418
Harmon__OK,34.745971,-99.844194
Harnett__NC,35.368635,-78.87161
Harney__OR,43.064449,-118.987169
Harper__KS,37.188184,-98.06659
Harper__OK,36.80035,-99.662805
Harris__GA,32.731549,-84.912432
Harris__TX,29.857273,-95.393037
Harrison__IN,38.18644,-86.103681
Harrison__IA,41.688584,-95.827149
Harrison__KY,38.444578,-84.334131
Harrison__MS,30.416536,-89.083376
Harrison__MO,40.34562,-93.992582
Harrison__OH,40.292318,-81.091565
Harrison__TX,32.547991,-94.374434
Harrison__WV,39.279182,-80.386498
Harrisonburg__VA,38.436255,-78.873303
Hart__GA,34.348733,-82.96329
Hart__KY,37.316435,-85.8791
Hartford__CT,41.806053,-72.732916
Hartley__TX,35.840244,-102.610047
Harvey__KS,38.050144,-97.436706
Haskell__KS,37.554979,-100.879952
Haskell__OK,35.232294,-95.109578
Haskell__TX,33.175965,-99.730773
Hawaii__HI,19.597764,-155.502443
Hawkins__TN,36.452211,-82.931386
Hayes__NE,40.537234,-101.047963
Hays__TX,30.061225,-98.029267
Haywood__NC,35.557099,-82.972823
Haywood__TN,35.58669,-89.282536
Heard__GA,33.291347,-85.137879
Hemphill__TX,35.815956,-100.27921
Hempstead__AR,33.728611,-93.665809
Henderson__IL,40.814471,-90.941246
Henderson__KY,37.792542,-87.572577
Henderson__NC,35.336415,-82.479741
Henderson__TN,35.653994,-88.387674
Henderson__TX,32.211633,-95.853418
Hendricks__IN,39.768963,-86.509908
Hendry__FL,26.539967,-81.152114
Hennepin__MN,45.006121,-93.475228
Henrico__VA,37.43752,-77.300333
Henry__AL,31.516978,-85.239971
Henry__GA,33.452947,-84.154021
Henry__IL,41.350021,-90.130838
Henry__IN,39.929591,-85.397363
Henry__IA,40.985864,-91.54427
Henry__KY,38.451585,-85.11989
Henry__MO,38.386491,-93.792628
Henry__OH,41.331584,-84.0689
Henry__TN,36.325295,-88.300288
Henry__VA,36.620607,-79.980673
Herkimer__NY,43.571009,-74.841097
Hernando__FL,28.573043,-82.466227
Hertford__NC,36.363517,-76.981616
Hettinger__ND,46.435704,-102.454238
Hickman__KY,36.675896,-88.972084
Hickman__TN,35.802291,-87.467101
Hickory__MO,37.9367,-93.322834
Hidalgo__NM,31.898052,-108.751929
Hidalgo__TX,26.396384,-98.18099
Highland__OH,39.184422,-83.601359
Highland__VA,38.366243,-79.564472
Highlands__FL,27.342627,-81.340921
Hill__MT,48.631959,-110.106321
Hill__TX,31.982681,-97.130668
Hillsborough__FL,27.906607,-82.349719
Hillsborough__NH,42.911643,-71.723101
Hillsdale__MI,41.864475,-84.642409
Hinds__MS,32.267788,-90.466017
Hinsdale__CO,37.821165,-107.338261
Hitchcock__NE,40.176896,-101.044217
Hocking__OH,39.490342,-82.483445
Hockley__TX,33.605932,-102.343398
Hodgeman__KS,38.087493,-99.898407
Hoke__NC,35.017233,-79.241964
Holmes__FL,30.866222,-85.812959
Holmes__MS,33.125942,-90.091197
Holmes__OH,40.565406,-81.929925
Holt__MO,40.095724,-95.219072
Holt__NE,42.459287,-98.784766
Honolulu__HI,21.461365,-158.201974
Hood__TX,32.430149,-97.831677
Hood_River__OR,45.511775,-121.655976
Hooker__NE,41.9187,-101.11681
Hoonah_Angoon__AK,58.403336,-135.884909
Hopewell__VA,37.29101,-77.298944
Hopkins__KY,37.31107,-87.542196
Hopkins__TX,33.148959,-95.565194
Horry__SC,33.909269,-78.976675
Hot_Spring__AR,34.315177,-92.944147
Hot_Springs__WY,43.720209,-108.435076
Houghton__MI,46.998431,-88.651908
Houston__AL,31.158193,-85.296398
Houston__GA,32.458381,-83.662856
Houston__MN,43.66699,-91.501556
Houston__TN,36.285782,-87.705598
Houston__TX,31.323036,-95.4216
Howard__AR,34.083064,-93.990931
Howard__IN,40.483537,-86.114118
Howard__IA,43.365312,-92.321908
Howard__MD,39.252264,-76.924406
Howard__MO,39.143365,-92.695926
Howard__NE,41.216851,-98.513342
Howard__TX,32.303471,-101.438772
Howell__MO,36.774369,-91.887368
Hubbard__MN,47.095551,-94.91329
Hudson__NJ,40.731375,-74.078601
Hudspeth__TX,31.450868,-105.377549
Huerfano__CO,37.687815,-104.959928
Hughes__OK,35.052934,-96.251183
Hughes__SD,44.384452,-99.975684
Humboldt__CA,40.706673,-123.925818
Humboldt__IA,42.782221,-94.202775
Humboldt__NV,41.407914,-118.127591
Humphreys__MS,33.130996,-90.523421
Humphreys__TN,36.040822,-87.790453
Hunt__TX,33.123292,-96.084202
Hunterdon__NJ,40.565283,-74.911969
Huntingdon__PA,40.422311,-77.968595
Huntington__IN,40.826394,-85.478597
Huron__MI,43.907616,-82.857045
Huron__OH,41.14508,-82.594641
Hutchinson__SD,43.33671,-97.749383
Hutchinson__TX,35.837047,-101.362746
Hyde__NC,35.408157,-76.153687
Hyde__SD,44.537301,-99.492148
Iberia__LA,29.606013,-91.842706
Iberville__LA,30.270633,-91.36584
Ida__IA,42.39186,-95.507421
Idaho__ID,45.849644,-115.467337
Imperial__CA,33.040814,-115.3554
Independence__AR,35.737499,-91.559942
Indian_River__FL,27.700645,-80.574794
Indiana__PA,40.651432,-79.087545
Ingham__MI,42.603534,-84.373811
Inyo__CA,36.561977,-117.403927
Ionia__MI,42.94465,-85.073766
Iosco__MI,44.329482,-82.849447
Iowa__IA,41.683918,-92.059123
Iowa__WI,43.001021,-90.133691
Iredell__NC,35.806355,-80.874539
Irion__TX,31.303424,-100.981304
Iron__MI,46.170254,-88.540526
Iron__MO,37.625971,-90.699587
Iron__UT,37.909304,-113.30674
Iron__WI,46.32655,-90.261298
Iroquois__IL,40.748867,-87.833601
Irwin__GA,31.604306,-83.277037
Isabella__MI,43.645233,-84.839424
Isanti__MN,45.562431,-93.296339
Island__WA,48.158554,-122.670649
Isle_of_Wight__VA,36.901418,-76.707569
Issaquena__MS,32.755539,-91.003535
Itasca__MN,47.490817,-93.611102
Itawamba__MS,34.281075,-88.363127
Izard__AR,36.094879,-91.913625
Jack__TX,33.232093,-98.171609
Jackson__AL,34.764114,-85.980056
Jackson__AR,35.596605,-91.223178
Jackson__CO,40.663432,-106.329248
Jackson__FL,30.78925,-85.208813
Jackson__GA,34.130888,-83.562538
Jackson__IL,37.786096,-89.381212
Jackson__IN,38.911957,-86.042516
Jackson__IA,42.164281,-90.574596
Jackson__KS,39.411145,-95.794485
Jackson__KY,37.403458,-84.020576
Jackson__MI,42.248474,-84.420868
Jackson__MN,43.671111,-95.149731
Jackson__MS,30.456005,-88.625101
Jackson__MO,39.005441,-94.343326
Jackson__NC,35.279929,-83.122478
Jackson__OH,39.013477,-82.614142
Jackson__OK,34.593949,-99.41221
Jackson__OR,42.411628,-122.675685
Jackson__SD,43.677506,-101.626323
Jackson__TN,36.354241,-85.674094
Jackson__TX,28.959802,-96.58908
Jackson__WV,38.834234,-81.677717
Jackson__WI,44.326757,-90.796018
Jackson__LA,32.30429,-92.5617
James_City__VA,37.324837,-76.777888
Jasper__GA,33.318169,-83.690142
Jasper__IL,39.004874,-88.150763
Jasper__IN,41.017688,-87.118814
Jasper__IA,41.685551,-93.054147
Jasper__MS,32.016989,-89.11943
Jasper__MO,37.205197,-94.337259
Jasper__SC,32.43059,-81.021627
Jasper__TX,30.752932,-94.022294
Jay__IN,40.434972,-85.00338
Jeff_Davis__GA,31.811615,-82.636825
Jeff_Davis__TX,30.621957,-104.191304
Jefferson__AL,33.553444,-86.896536
Jefferson__AR,34.277695,-91.930701
Jefferson__CO,39.579511,-105.245462
Jefferson__FL,30.424558,-83.890859
Jefferson__GA,33.058176,-82.420004
Jefferson__ID,43.796965,-112.318588
Jefferson__IL,38.30078,-88.92421
Jefferson__IN,38.783604,-85.44009
Jefferson__IA,41.00688,-91.967137
Jefferson__KS,39.239644,-95.375314
Jefferson__KY,38.189532,-85.657624
Jefferson__MS,31.733633,-91.043878
Jefferson__MO,38.257599,-90.543542
Jefferson__MT,46.124246,-112.059424
Jefferson__NE,40.175736,-97.143103
Jefferson__NY,43.996516,-76.052902
Jefferson__OH,40.399384,-80.763527
Jefferson__OK,34.105082,-97.83889
Jefferson__OR,44.645151,-121.178632
Jefferson__PA,41.138028,-79.012419
Jefferson__TN,36.048479,-83.440966
Jefferson__TX,29.854,-94.149331
Jefferson__WA,47.805346,-123.527136
Jefferson__WV,39.307398,-77.86322
Jefferson__WI,43.013804,-88.773985
Jefferson_Davis__MS,31.565606,-89.826517
Jefferson_Davis__LA,30.269529,-92.816221
Jefferson__LA,29.5033,-90.036231
Jenkins__GA,32.794563,-81.971524
Jennings__IN,38.996234,-85.628111
Jerauld__SD,44.06341,-98.62317
Jerome__ID,42.691395,-114.262086
Jersey__IL,39.080192,-90.361365
Jessamine__KY,37.873291,-84.58396
Jewell__KS,39.77701,-98.222584
Jim_Hogg__TX,27.041212,-98.700127
Jim_Wells__TX,27.733516,-98.090814
Jo_Daviess__IL,42.362391,-90.21147
Johnson__AR,35.573359,-93.466322
Johnson__GA,32.694584,-82.66397
Johnson__IL,37.460709,-88.882131
Johnson__IN,39.495986,-86.0946
Johnson__IA,41.668737,-91.588813
Johnson__KS,38.883907,-94.82233
Johnson__KY,37.84926,-82.830639
Johnson__MO,38.741528,-93.811863
Johnson__NE,40.39501,-96.265367
Johnson__TN,36.453203,-81.861247
Johnson__TX,32.379821,-97.364959
Johnson__WY,44.044048,-106.588541
Johnston__NC,35.5134,-78.367311
Johnston__OK,34.313455,-96.654254
Jones__GA,33.020226,-83.562339
Jones__IA,42.125118,-91.116914
Jones__MS,31.616601,-89.168532
Jones__NC,35.032268,-77.356195
Jones__SD,43.95199,-100.686139
Jones__TX,32.743709,-99.87443
Josephine__OR,42.386981,-123.571626
Juab__UT,39.71412,-112.790471
Judith_Basin__MT,47.032558,-110.30532
